chr	start	end
chr10	1307603	1308384
chr10	1344415	1344589
chr10	1368988	1370416
chr10	1382405	1383128
chr10	1383551	1383850
chr10	1392631	1393205
chr10	1401881	1402428
chr10	1404611	1406220
chr10	1410515	1410628
chr10	1416041	1416250
chr10	1416546	1417010
chr10	1437887	1438231
chr10	1438467	1438565
chr10	1438730	1440581
chr10	1443194	1443879
chr10	1444483	1444810
chr10	1445095	1445387
chr10	1446938	1447232
chr10	1452997	1453130
chr10	1453842	1454006
chr10	1454225	1454477
chr10	1454848	1454946
chr10	1462896	1463130
chr10	1502612	1502818
chr10	1505595	1505702
chr10	1506191	1507386
chr10	1507656	1507739
chr10	1509144	1509412
chr10	1509578	1510107
chr10	1510986	1511458
chr10	1517032	1517314
chr10	1530976	1531106
chr10	1531221	1531531
chr10	1546717	1546878
chr10	1547686	1547985
chr10	1549879	1550378
chr10	1558743	1559259
chr10	1560338	1561368
chr10	1567807	1568153
chr10	1570288	1570420
chr10	1577156	1577692
chr10	1582589	1585456
chr10	1595592	1596031
chr10	1602080	1602189
chr10	1602627	1602766
chr10	1651293	1651417
chr10	1654250	1654423
chr10	1668646	1668983
chr10	1669235	1669349
chr10	1690736	1690990
chr10	1692863	1693109
chr10	1705005	1705179
chr10	1705562	1705649
chr10	1708537	1708789
chr10	1712950	1713123
chr10	1713335	1713430
chr10	1713946	1714848
chr10	1715842	1715881
chr10	1741455	1744084
chr10	1749399	1749572
chr10	1767471	1768031
chr10	1769525	1769638
chr10	1774852	1774961
chr10	1778584	1780005
chr10	1789119	1789438
chr10	1796691	1796808
chr10	1814066	1814178
chr10	1815498	1815888
chr10	1850239	1850407
chr10	1851418	1851602
chr10	1889696	1890059
chr10	1975553	1975666
chr10	1981418	1981711
chr10	1994531	1995342
chr10	2005650	2005990
chr10	2006724	2006811
chr10	2141681	2141837
chr10	2210611	2211057
chr10	2249628	2249999
chr10	2257509	2257745
chr10	2267231	2267336
chr10	2357323	2357511
chr10	2359812	2359928
chr10	2370980	2371465
chr10	2373523	2373658
chr10	2374149	2374376
chr10	2393889	2394189
chr10	2453012	2453221
chr10	2543436	2544122
chr10	2563768	2565301
chr10	2666971	2667431
chr10	2775899	2776058
chr10	2815081	2815325
chr10	2815458	2815567
chr10	2848725	2849056
chr10	2907798	2908336
chr10	2931840	2932745
chr10	2936384	2936512
chr10	2951187	2951328
chr10	2964704	2964832
chr10	2978022	2978234
chr10	2978371	2978815
chr10	2992148	2992540
chr10	3023713	3023806
chr10	3057951	3058188
chr10	3062953	3063377
chr10	3108466	3111597
chr10	3138418	3138540
chr10	3141803	3142002
chr10	3142720	3142866
chr10	3143254	3143358
chr10	3143559	3143809
chr10	3145964	3146252
chr10	3146486	3147073
chr10	3147355	3147728
chr10	3148129	3148496
chr10	3149698	3149798
chr10	3150852	3151108
chr10	3151612	3151814
chr10	3155204	3155694
chr10	3159037	3159124
chr10	3160912	3161154
chr10	3162025	3162317
chr10	3163562	3163720
chr10	3164709	3164832
chr10	3165152	3165515
chr10	3166279	3167416
chr10	3168119	3168269
chr10	3168669	3169487
chr10	3171294	3172602
chr10	3179752	3179833
chr10	3180207	3181128
chr10	3185744	3185896
chr10	3187718	3187895
chr10	3190333	3190511
chr10	3192898	3193453
chr10	3197646	3197791
chr10	3214503	3215261
chr10	3235499	3235599
chr10	3239753	3240090
chr10	3248143	3248386
chr10	3250799	3251138
chr10	3277058	3277194
chr10	3278319	3278466
chr10	3280716	3281240
chr10	3281446	3282026
chr10	3282227	3282662
chr10	3283819	3284143
chr10	3300398	3300463
chr10	3319244	3319372
chr10	3329795	3330573
chr10	3342888	3343218
chr10	3360068	3361409
chr10	3362307	3363047
chr10	3373668	3373775
chr10	3374038	3374384
chr10	3418942	3419233
chr10	3419793	3419960
chr10	3440192	3440400
chr10	3441411	3441856
chr10	3446995	3447200
chr10	3448994	3449092
chr10	3457013	3457120
chr10	3466677	3466888
chr10	3498591	3501057
chr10	3536336	3536775
chr10	3559223	3559530
chr10	3572591	3572753
chr10	3576805	3577087
chr10	3581087	3581279
chr10	3598479	3598993
chr10	3678890	3679161
chr10	3689753	3689833
chr10	3710935	3710982
chr10	3724539	3724612
chr10	3759599	3759731
chr10	3789537	3789652
chr10	3789934	3789982
chr10	3805227	3805363
chr10	3817215	3817395
chr10	3823800	3824299
chr10	3825973	3826494
chr10	3826863	3827646
chr10	3827766	3828308
chr10	3868200	3868529
chr10	3870112	3870227
chr10	3928521	3928628
chr10	3983323	3983585
chr10	4035307	4035713
chr10	4071880	4072018
chr10	4191559	4191835
chr10	4230353	4230789
chr10	4445847	4446346
chr10	4500032	4500216
chr10	4500415	4500593
chr10	4868126	4868935
chr10	4886352	4886490
chr10	4887092	4887484
chr10	4979014	4979163
chr10	4979658	4979855
chr10	5074943	5075052
chr10	5287419	5287696
chr10	5406901	5407170
chr10	5454480	5455146
chr10	5488564	5488687
chr10	5523052	5523278
chr10	5523660	5523801
chr10	5540819	5541425
chr10	5552900	5553097
chr10	5553341	5554626
chr10	5566908	5567829
chr10	5576256	5576750
chr10	5619057	5619579
chr10	5658239	5658494
chr10	5666661	5667183
chr10	5681092	5681210
chr10	5683713	5684012
chr10	5688470	5688863
chr10	5690528	5691109
chr10	5693305	5693503
chr10	5707981	5708887
chr10	5726504	5727698
chr10	5734472	5735007
chr10	5854736	5856102
chr10	5882319	5882636
chr10	5930787	5932804
chr10	5978344	5978404
chr10	6003524	6003799
chr10	6018666	6020124
chr10	6097695	6097800
chr10	6130518	6132015
chr10	6183455	6183596
chr10	6186521	6187856
chr10	6205565	6206205
chr10	6220910	6221041
chr10	6221267	6221303
chr10	6233666	6233850
chr10	6242775	6245676
chr10	6245919	6246399
chr10	6248503	6249294
chr10	6257175	6257377
chr10	6262673	6262847
chr10	6263457	6263539
chr10	6264737	6264913
chr10	6268236	6268590
chr10	6274912	6275099
chr10	6278364	6279102
chr10	6297728	6297913
chr10	6417301	6417577
chr10	6472725	6472869
chr10	6531548	6531921
chr10	6621908	6622909
chr10	6962111	6962203
chr10	7139311	7139470
chr10	7213917	7214185
chr10	7255535	7255775
chr10	7376014	7376230
chr10	7376577	7376728
chr10	7409615	7409752
chr10	7449440	7450357
chr10	7450499	7451936
chr10	7452242	7455340
chr10	7475570	7475675
chr10	7567819	7568225
chr10	7603749	7603874
chr10	7618474	7618616
chr10	7621760	7621951
chr10	7670719	7671503
chr10	7708240	7708428
chr10	7708554	7709303
chr10	7709609	7710034
chr10	7714896	7714996
chr10	7829617	7830850
chr10	7859691	7859784
chr10	7860012	7861448
chr10	8051088	8051316
chr10	8056703	8056918
chr10	8075975	8077495
chr10	8077843	8078379
chr10	8079205	8079930
chr10	8085072	8086079
chr10	8087114	8087469
chr10	8089647	8089947
chr10	8090821	8091002
chr10	8091183	8092177
chr10	8092303	8094570
chr10	8094772	8094862
chr10	8095330	8096178
chr10	8096305	8096674
chr10	8096991	8097330
chr10	8097540	8098322
chr10	8100419	8100751
chr10	8117354	8117538
chr10	8125627	8125747
chr10	8137960	8138060
chr10	8203232	8203306
chr10	8203891	8204043
chr10	8277249	8277525
chr10	8302769	8302852
chr10	8373290	8373725
chr10	8374341	8374660
chr10	8378732	8378942
chr10	8555698	8556301
chr10	8910499	8911297
chr10	9099472	9099643
chr10	9225344	9225710
chr10	9226279	9226498
chr10	9315067	9315831
chr10	9449059	9450210
chr10	9919799	9920221
chr10	10308228	10308860
chr10	10336914	10337522
chr10	10692874	10693150
chr10	10738671	10738914
chr10	11049669	11049895
chr10	11059373	11060050
chr10	11060159	11060861
chr10	11085791	11086074
chr10	11088169	11088281
chr10	11198266	11198604
chr10	11207099	11207915
chr10	11246596	11246770
chr10	11298767	11299111
chr10	11317753	11317874
chr10	11322002	11322398
chr10	11343331	11343677
chr10	11343824	11344016
chr10	11344255	11344401
chr10	11357620	11357813
chr10	11381801	11382029
chr10	11385847	11386857
chr10	11483256	11483759
chr10	11485460	11485782
chr10	11504503	11505755
chr10	11652815	11653953
chr10	11779146	11779409
chr10	11784053	11785307
chr10	11797433	11797862
chr10	11805122	11805370
chr10	11825795	11826147
chr10	11837572	11837682
chr10	11846467	11847261
chr10	11865163	11865985
chr10	11911636	11912583
chr10	11934150	11934396
chr10	11936170	11937061
chr10	12084279	12085664
chr10	12110736	12111304
chr10	12171272	12172081
chr10	12237379	12238656
chr10	12268331	12269129
chr10	12390782	12391826
chr10	12391962	12392590
chr10	12412184	12412286
chr10	12412469	12412558
chr10	12430813	12430978
chr10	12561137	12562812
chr10	12564843	12565628
chr10	12648129	12648482
chr10	12940450	12940736
chr10	12999505	12999646
chr10	13043136	13043969
chr10	13141795	13142494
chr10	13203437	13204243
chr10	13301663	13301966
chr10	13341378	13342224
chr10	13344202	13344470
chr10	13364845	13365067
chr10	13388412	13388569
chr10	13389235	13390352
chr10	13390485	13390941
chr10	13424848	13425017
chr10	13425232	13425690
chr10	13481846	13481946
chr10	13482608	13482703
chr10	13513994	13516735
chr10	13570079	13570220
chr10	13570344	13570464
chr10	13570577	13571394
chr10	13571681	13571761
chr10	13628841	13629986
chr10	13698593	13699521
chr10	13708083	13708274
chr10	13736003	13736113
chr10	13749285	13749554
chr10	13760025	13760199
chr10	13932842	13934399
chr10	14050479	14050615
chr10	14051649	14051852
chr10	14215802	14216222
chr10	14496400	14496520
chr10	14551019	14551251
chr10	14645806	14646706
chr10	14816185	14816596
chr10	14879703	14881042
chr10	14920321	14921795
chr10	14995280	14996432
chr10	15001179	15002096
chr10	15017010	15017147
chr10	15017880	15018112
chr10	15022599	15023209
chr10	15023456	15023633
chr10	15025144	15025378
chr10	15025679	15026373
chr10	15032592	15033199
chr10	15034889	15034980
chr10	15035308	15035830
chr10	15036119	15036339
chr10	15036748	15036911
chr10	15037285	15038597
chr10	15054863	15055437
chr10	15130432	15130914
chr10	15138599	15140028
chr10	15209757	15211275
chr10	15254612	15256479
chr10	15411760	15413442
chr10	15467284	15467503
chr10	15468169	15468831
chr10	15576977	15577266
chr10	15577994	15578158
chr10	15760778	15762142
chr10	15901852	15902614
chr10	15963439	15963740
chr10	16478554	16479298
chr10	16561605	16563823
chr10	16680346	16680783
chr10	16741454	16741624
chr10	16859026	16859965
chr10	17242960	17243090
chr10	17243257	17243757
chr10	17270191	17272794
chr10	17346974	17347362
chr10	17495475	17496722
chr10	17619362	17619428
chr10	17658575	17659640
chr10	17670950	17672177
chr10	17672832	17672996
chr10	17685617	17686336
chr10	17764656	17764816
chr10	18239752	18239936
chr10	18325298	18325569
chr10	18429206	18430539
chr10	18549684	18550237
chr10	18801889	18802001
chr10	18828340	18828551
chr10	18875371	18875589
chr10	18916429	18916689
chr10	18940259	18940686
chr10	18948114	18949125
chr10	18999203	18999818
chr10	19239775	19239959
chr10	19240207	19240562
chr10	19383253	19383446
chr10	19875887	19876023
chr10	20104362	20106945
chr10	21046301	21046570
chr10	21318483	21319037
chr10	21461740	21463809
chr10	21676822	21677087
chr10	21683056	21683137
chr10	21719239	21719572
chr10	21783216	21784050
chr10	21784230	21786421
chr10	21788502	21789584
chr10	21796189	21796564
chr10	21797104	21797225
chr10	21797694	21798119
chr10	21798341	21799004
chr10	21799163	21799474
chr10	21805198	21807254
chr10	21807700	21807757
chr10	21807895	21808021
chr10	21814278	21815710
chr10	21816053	21816529
chr10	21822470	21824411
chr10	22048251	22048456
chr10	22125984	22127042
chr10	22291889	22292878
chr10	22418546	22418798
chr10	22518081	22518516
chr10	22540950	22542720
chr10	22604927	22605758
chr10	22606014	22606107
chr10	22609409	22610486
chr10	22610677	22611233
chr10	22614306	22614624
chr10	22614741	22614935
chr10	22622801	22623076
chr10	22623377	22623764
chr10	22623956	22626091
chr10	22629416	22630046
chr10	22630180	22630534
chr10	22634075	22634945
chr10	22725131	22726751
chr10	22764755	22767041
chr10	22825871	22826206
chr10	22843659	22844060
chr10	23002070	23002473
chr10	23002607	23004145
chr10	23216863	23217223
chr10	23352692	23352905
chr10	23384496	23384839
chr10	23437298	23437428
chr10	23460282	23460679
chr10	23461157	23461742
chr10	23461925	23463890
chr10	23480254	23482450
chr10	23483875	23484230
chr10	23484363	23484499
chr10	23487812	23489282
chr10	23489702	23489953
chr10	23492798	23492945
chr10	23632641	23633058
chr10	23633340	23633576
chr10	23727671	23729504
chr10	23982454	23985017
chr10	24384020	24384162
chr10	24497850	24498076
chr10	24832879	24833076
chr10	24873708	24873963
chr10	24944511	24946423
chr10	25010635	25013914
chr10	25241177	25241901
chr10	25305089	25306264
chr10	25463457	25465640
chr10	25507072	25507252
chr10	25541941	25542208
chr10	25755187	25755265
chr10	25809968	25810268
chr10	26044962	26045360
chr10	26045563	26045902
chr10	26222945	26224018
chr10	26500677	26501473
chr10	26503817	26504294
chr10	26504417	26506142
chr10	26506304	26507618
chr10	26680606	26681314
chr10	26727009	26728175
chr10	26855935	26856469
chr10	26883039	26883167
chr10	26911010	26911591
chr10	26931937	26932059
chr10	26986031	26987239
chr10	27149039	27150230
chr10	27194399	27194527
chr10	27220255	27220508
chr10	27235554	27235683
chr10	27388890	27389646
chr10	27442817	27443406
chr10	27443993	27444739
chr10	27529255	27530103
chr10	27530759	27531312
chr10	27541343	27541884
chr10	27545351	27545934
chr10	27546572	27546834
chr10	27547554	27548603
chr10	27585140	27586306
chr10	27608703	27609335
chr10	27639043	27639226
chr10	27702276	27703379
chr10	27707293	27707512
chr10	27756752	27756946
chr10	27793116	27793874
chr10	28030096	28031280
chr10	28031455	28036106
chr10	28287118	28288194
chr10	28525666	28525757
chr10	28591457	28592353
chr10	28821236	28822468
chr10	28822630	28823129
chr10	28957439	28958352
chr10	28965715	28967256
chr10	29011074	29011685
chr10	29060102	29061083
chr10	29084735	29084897
chr10	29104063	29104187
chr10	29104639	29104977
chr10	29184766	29184876
chr10	29185802	29186258
chr10	29186554	29186801
chr10	29214099	29214351
chr10	29228829	29228957
chr10	29431744	29431841
chr10	29655151	29655503
chr10	29656368	29656556
chr10	29698447	29699136
chr10	29738578	29738751
chr10	29747282	29747442
chr10	29759222	29759456
chr10	29769455	29769660
chr10	29780279	29780659
chr10	29781911	29782287
chr10	29805270	29805377
chr10	29811538	29811628
chr10	29820893	29821515
chr10	29839733	29840114
chr10	29874770	29875057
chr10	29984911	29986175
chr10	30023976	30025158
chr10	30025337	30026271
chr10	30248651	30248911
chr10	30316178	30316940
chr10	30317625	30318058
chr10	30347526	30348610
chr10	30451811	30452288
chr10	30452466	30452585
chr10	30452724	30452929
chr10	30637962	30638317
chr10	30692613	30692718
chr10	30720703	30720775
chr10	30722011	30723894
chr10	30724060	30724385
chr10	30818479	30818665
chr10	30980037	30980413
chr10	30980860	30980967
chr10	31005996	31006093
chr10	31057448	31057543
chr10	31073871	31073982
chr10	31074145	31074385
chr10	31107993	31108216
chr10	31190335	31190718
chr10	31191919	31192189
chr10	31236695	31236950
chr10	31320551	31321662
chr10	31346035	31346208
chr10	31422673	31423552
chr10	31607150	31610095
chr10	31650776	31651451
chr10	31738047	31738232
chr10	31758230	31758494
chr10	31892057	31892753
chr10	32048256	32048456
chr10	32048736	32049424
chr10	32216048	32216457
chr10	32216717	32218350
chr10	32257980	32259986
chr10	32344499	32345598
chr10	32398653	32399304
chr10	32427076	32427357
chr10	32522355	32523095
chr10	32635114	32636641
chr10	32734958	32735513
chr10	32789178	32789846
chr10	32794608	32795677
chr10	33246320	33247692
chr10	33269547	33269852
chr10	33294676	33294815
chr10	33302277	33302608
chr10	33338243	33338594
chr10	33339010	33339466
chr10	33541062	33541377
chr10	33623152	33626187
chr10	33757027	33757266
chr10	33758075	33758178
chr10	33769510	33769769
chr10	33805427	33805753
chr10	34344379	34344876
chr10	34345279	34345536
chr10	34398955	34399077
chr10	34399658	34399846
chr10	34408504	34408668
chr10	34641506	34642138
chr10	34925622	34925762
chr10	35102809	35104993
chr10	35105116	35105232
chr10	35195498	35195760
chr10	35258087	35258305
chr10	35265055	35265578
chr10	35378595	35379613
chr10	35415529	35416673
chr10	35503861	35503999
chr10	35625115	35626647
chr10	35651913	35652254
chr10	35762864	35763054
chr10	35838613	35838892
chr10	35857920	35858115
chr10	35896560	35897306
chr10	35928311	35932373
chr10	36054177	36054331
chr10	36147778	36147969
chr10	36770296	36770373
chr10	36813242	36813346
chr10	37022614	37022861
chr10	37414223	37414816
chr10	37940463	37940983
chr10	37969217	37969624
chr10	37969813	37970305
chr10	38015456	38015586
chr10	38069617	38069938
chr10	38146040	38147105
chr10	38186051	38186241
chr10	38265107	38265894
chr10	38284472	38284737
chr10	38299381	38300092
chr10	38382842	38383963
chr10	38384481	38384622
chr10	38445660	38445938
chr10	38645148	38645539
chr10	38691442	38692163
chr10	38738431	38739756
chr10	38740282	38740483
chr10	38802592	38802798
chr10	38893461	38894318
chr10	38908783	38908988
chr10	38928767	38929109
chr10	39023107	39024048
chr10	42606536	42608813
chr10	42633181	42633726
chr10	42644667	42646392
chr10	42672549	42673410
chr10	42737139	42738241
chr10	42738417	42739136
chr10	42777310	42777642
chr10	42801434	42801550
chr10	42862978	42863327
chr10	42931099	42931277
chr10	42970976	42971712
chr10	42972795	42972922
chr10	43047180	43047257
chr10	43047601	43048496
chr10	43048646	43048755
chr10	43133552	43134241
chr10	43248553	43250881
chr10	43277913	43278860
chr10	43332271	43332818
chr10	43342348	43343199
chr10	43361289	43361392
chr10	43361585	43362483
chr10	43362626	43363052
chr10	43375538	43375830
chr10	43393207	43394751
chr10	43395649	43396044
chr10	43428195	43429457
chr10	43446876	43447384
chr10	43522084	43522427
chr10	43572005	43573435
chr10	43600239	43601118
chr10	43601893	43602000
chr10	43626431	43626578
chr10	43633030	43633735
chr10	43633855	43634674
chr10	43697849	43698178
chr10	43698918	43699049
chr10	43724545	43725948
chr10	43738080	43739262
chr10	43761951	43762672
chr10	43800200	43800527
chr10	43818126	43818594
chr10	43824457	43825482
chr10	43837814	43838629
chr10	43846297	43846576
chr10	43857520	43858206
chr10	43882552	43883007
chr10	43891378	43893041
chr10	43902642	43903057
chr10	43903201	43903345
chr10	43903695	43904793
chr10	43915946	43916091
chr10	43916464	43916560
chr10	43918273	43918475
chr10	43931876	43932852
chr10	43941654	43942673
chr10	43950914	43951564
chr10	43960419	43961530
chr10	44069407	44070180
chr10	44101814	44102410
chr10	44143831	44144699
chr10	44162712	44163485
chr10	44184835	44186048
chr10	44197883	44198560
chr10	44223565	44224514
chr10	44321156	44321815
chr10	44488389	44488510
chr10	44500555	44500889
chr10	44501010	44501271
chr10	44701964	44702138
chr10	44788100	44789121
chr10	44806023	44806783
chr10	44879228	44881883
chr10	44882135	44882590
chr10	45359636	45359769
chr10	45360055	45360979
chr10	45374740	45374925
chr10	45454865	45455468
chr10	45470167	45470610
chr10	45496276	45496826
chr10	45675505	45675766
chr10	45693753	45695041
chr10	45719657	45720362
chr10	45754911	45755873
chr10	45799211	45799471
chr10	45843707	45844113
chr10	45868719	45870146
chr10	45877990	45878106
chr10	45886731	45887522
chr10	45914400	45914874
chr10	45922981	45923620
chr10	45938702	45939680
chr10	45958756	45958928
chr10	46007000	46008161
chr10	46089734	46090553
chr10	46096079	46096519
chr10	46167712	46168634
chr10	46195487	46195666
chr10	46221211	46221394
chr10	46222432	46223234
chr10	46321455	46321591
chr10	46360863	46361697
chr10	46640703	46641190
chr10	46762482	46763144
chr10	46773281	46775242
chr10	46808980	46809118
chr10	46809437	46809535
chr10	46913850	46914181
chr10	46951450	46951801
chr10	46961894	46961996
chr10	46970054	46971538
chr10	46992018	46992118
chr10	46992492	46993698
chr10	47008127	47008370
chr10	47083408	47083604
chr10	47151373	47151644
chr10	47243232	47243881
chr10	47254077	47256042
chr10	47289792	47289929
chr10	47290249	47290347
chr10	47323307	47323412
chr10	47395957	47396253
chr10	47653972	47654477
chr10	47655766	47656336
chr10	47729769	47729867
chr10	47769426	47769673
chr10	47966642	47967584
chr10	48139039	48139155
chr10	48139440	48139657
chr10	48173334	48175311
chr10	48185490	48186163
chr10	48277748	48278001
chr10	48354490	48355198
chr10	48388321	48388555
chr10	48389096	48390168
chr10	48413793	48413969
chr10	48416736	48416898
chr10	48428721	48429560
chr10	48438485	48439289
chr10	48573365	48573456
chr10	48827622	48828111
chr10	48901482	48901643
chr10	48952239	48952881
chr10	48963012	48964977
chr10	48998725	48998863
chr10	48999182	48999280
chr10	49032272	49032365
chr10	49348167	49348636
chr10	49514314	49515535
chr10	49658320	49659174
chr10	49674311	49674892
chr10	49731490	49732543
chr10	49812703	49813017
chr10	49813155	49813323
chr10	49863704	49864602
chr10	49879733	49879977
chr10	49953914	49954145
chr10	50323092	50323736
chr10	50339978	50340271
chr10	50506896	50507310
chr10	50530719	50530879
chr10	50534320	50534705
chr10	50603047	50604158
chr10	50604432	50604908
chr10	50605187	50606784
chr10	50649717	50649840
chr10	50649978	50650111
chr10	50746589	50747795
chr10	50817096	50820379
chr10	50820615	50820807
chr10	50821053	50821628
chr10	50822391	50822754
chr10	50886996	50887092
chr10	50887296	50887804
chr10	50969719	50970577
chr10	50976406	50977138
chr10	51225057	51225183
chr10	51264454	51265310
chr10	51370885	51371970
chr10	51464531	51464749
chr10	51489003	51489615
chr10	51565087	51565649
chr10	51572303	51572643
chr10	51622817	51623907
chr10	51729742	51730529
chr10	51769782	51769936
chr10	51784621	51785280
chr10	51785391	51785498
chr10	51827417	51828199
chr10	51911889	51912883
chr10	52115206	52115809
chr10	52177880	52178183
chr10	52382059	52382138
chr10	52382395	52385279
chr10	52390878	52391056
chr10	52419253	52420042
chr10	52434552	52434833
chr10	52487650	52487757
chr10	52499407	52500091
chr10	52750792	52751824
chr10	52833540	52835080
chr10	52923296	52923538
chr10	53152497	53153111
chr10	53459100	53459760
chr10	53707053	53707221
chr10	53993163	53993440
chr10	54068221	54068670
chr10	54073140	54074969
chr10	54170807	54170947
chr10	54538338	54538701
chr10	54631280	54631389
chr10	54643953	54644412
chr10	54714751	54714983
chr10	54715206	54715389
chr10	55419568	55420033
chr10	55685103	55685206
chr10	55750712	55750962
chr10	55928851	55929036
chr10	57361789	57362014
chr10	57387480	57388529
chr10	57389676	57391348
chr10	57448512	57448701
chr10	57659537	57659772
chr10	57914911	57915231
chr10	58120850	58121276
chr10	58514460	58514609
chr10	59081310	59081583
chr10	59082240	59082431
chr10	59866432	59866765
chr10	60003247	60004273
chr10	60026944	60028235
chr10	60028503	60029473
chr10	60086802	60087028
chr10	60094706	60095466
chr10	60144724	60145698
chr10	60272009	60273457
chr10	60898030	60898135
chr10	60935693	60937050
chr10	61111906	61112181
chr10	61122262	61122537
chr10	61456033	61456906
chr10	61468640	61468828
chr10	61468975	61470120
chr10	61503612	61504312
chr10	61641920	61642350
chr10	61665346	61666795
chr10	62023583	62023689
chr10	62394511	62394619
chr10	62492163	62492375
chr10	62492556	62493377
chr10	62538017	62538802
chr10	62648005	62648119
chr10	62671136	62671281
chr10	62703346	62704602
chr10	62761060	62761855
chr10	63170154	63170318
chr10	63212089	63213393
chr10	63422606	63423106
chr10	63627444	63627791
chr10	63657059	63657360
chr10	63660070	63660245
chr10	63661362	63661532
chr10	63661944	63662171
chr10	63662805	63663669
chr10	63759924	63760072
chr10	64028019	64028870
chr10	64040194	64040401
chr10	64041212	64041593
chr10	64133833	64134336
chr10	64368162	64368463
chr10	64437784	64437991
chr10	64564468	64565792
chr10	64573203	64573487
chr10	64574730	64575850
chr10	64576092	64576656
chr10	64576891	64578779
chr10	64688607	64688799
chr10	64706975	64708361
chr10	64793245	64793709
chr10	64892916	64893337
chr10	65224913	65226224
chr10	65280712	65282017
chr10	65389327	65390734
